Japanese,English,label,J-Escore,E-Escore
ホワイト氏は、四人家族を養うために一生懸命働いた。,Mr. White worked hard in order to taking care of his family of 4.,11,0.960548281669617,0.91471266746521
ホワイト氏は、四人家族を養うために一生懸命働いた。,"Mr,White worked hardly to feed his family of 4. ",11,0.639979720115662,0.650684595108032
ホワイト氏は、四人家族を養うために一生懸命働いた。,White-san worked hard to support his family of four.,111,0.88905930519104,0.900048613548279
ホワイト氏は、四人家族を養うために一生懸命働いた。,"Mr,white worked hard to grow four person family.",101,0.949057579040527,0.869529008865356
赤ちゃんが目を覚まさないように、私はそっと歩いた。,I walked softly so that the baby wouldn't wake up.,111,0.907851874828339,0.712748289108276
赤ちゃんが目を覚まさないように、私はそっと歩いた。,I walked slowly not to wake up baby.,111,0.899912476539612,0.736751556396484
赤ちゃんが目を覚まさないように、私はそっと歩いた。,I walked slowly to not wake the baby up.,11,0.899831414222717,0.739316999912262
赤ちゃんが目を覚まさないように、私はそっと歩いた。,I walked quietly not to awake the baby.,110,0.93371170759201,0.697416424751282
赤ちゃんが目を覚まさないように、私はそっと歩いた。,I walked quietly so that the baby wouldn't wake up.,111,0.928413033485413,0.691842138767242
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,This song make me remember to presious memory when we had stayed N.Y.,0,0.872928142547607,0.482212960720062
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,"When I was listen to the music, I recognized the days in New York.",1,0.751700103282928,0.735453128814697
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,This song always reminds me of the day we epend in New York.,110,0.944495856761932,0.788788795471191
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,"Whenever I hear this song, which reminds me the days we spend in New York.",11,0.938700675964356,0.850123524665833
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,"Whenever I hear this song, I remember the days I spent in New York.",111,0.918251812458038,0.863029599189758
自分の故郷に少しも愛情を感じない人はめったにいません。,It is strang that no tenderlling own home.,0,0.475363701581955,0.152417525649071
自分の故郷に少しも愛情を感じない人はめったにいません。,There is rarely noone who doesn't have even a little love towards their own hometown.,110,0.922594130039215,0.425872534513474
自分の故郷に少しも愛情を感じない人はめったにいません。,Hardly ever don't feel emotions own town.,101,0.732836544513702,0.269088268280029
自分の故郷に少しも愛情を感じない人はめったにいません。,Few people feel no affection for their hometown.,111,0.878288567066193,0.455733716487884
自分の故郷に少しも愛情を感じない人はめったにいません。,It is rare person that one's hometown do not feel in love.,11,0.788147449493408,0.434207677841186
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,"If you want to pass exam of uni, you should be sutdy hard.",0,0.54981005191803,0.496583998203278
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,It depends on the amount of study you do in the next one year whether you pass the exam of college.,111,0.944319307804108,0.827491641044617
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,Whether you pass the entrance exam for the university or not will be up to how mucu you study hard next one year.,110,0.819146573543549,0.839331746101379
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,Whether you pass the test for univercity depends on your amount of study over the next year.,110,0.839116454124451,0.722820401191711
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,you do amount of the studying whether to pass university.,1,0.860901355743408,0.745375752449035
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,Washing your hands carefully is the best way to stop the spread of germs.,111,0.942436814308166,0.944888710975647
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,to wash hands politely is the best way to stop movement of bacteria. ,11,0.9156693816185,0.712498962879181
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,Washing hands cleanly is the best way to prevent to not spread virus.,11,0.888236165046692,0.71833336353302
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,Washing your hands neatly is the best way to curb the spreading of germs.,111,0.942183375358582,0.896357417106628
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,It is the best way to wash hands many times in order to avoid spreading the virus. ,101,0.858624815940857,0.688022673130035
安売りがすべての消費者の利益になるとは限らない。,Cheap sales are not in the interest of all consumers.,101,0.915096163749695,0.632177114486694
安売りがすべての消費者の利益になるとは限らない。,To sale is not necessary benefit of all customer.,0,0.820564031600952,0.412138491868973
安売りがすべての消費者の利益になるとは限らない。,Not all consumers think that cheap sales will be benefit.,1,0.940115451812744,0.691084623336792
安売りがすべての消費者の利益になるとは限らない。,Bargains are not       customers.,0,0.648171305656433,0.623459100723267
安売りがすべての消費者の利益になるとは限らない。,The cheep does not always lead to consumer's benefit.,110,0.764714419841766,0.400519669055939
母親のわが子に対する愛情ほど美しいものはない。,No beautiful even mothers love child.,1,0.460917830467224,0.791966557502747
母親のわが子に対する愛情ほど美しいものはない。,There is nothing more beautiful than a mother's love for her child.,111,0.970151543617248,0.851352095603943
母親のわが子に対する愛情ほど美しいものはない。,Nothing is more beautiful than a mother's love for her child.,111,0.969703674316406,0.877518177032471
母親のわが子に対する愛情ほど美しいものはない。,There is no beautiful thing rather than lovely passion to child from mother.,11,0.908350348472595,0.749092102050781
母親のわが子に対する愛情ほど美しいものはない。,No other beautiful thing love mother to son.,101,0.919164955615997,0.730891942977905
沖縄ほど米軍基地が集中している県は日本には他にはない。,There is USA army in Okinawa even other pri in Japan.,101,0.716057300567627,0.689580082893372
沖縄ほど米軍基地が集中している県は日本には他にはない。,Okinawa is only the place where so many American military bases placed in.,1,0.805445790290833,0.729559779167175
沖縄ほど米軍基地が集中している県は日本には他にはない。,"No other in Japan, Okinawa       prefecture",0,0.682296991348267,0.698534488677979
沖縄ほど米軍基地が集中している県は日本には他にはない。,No other prefecture in Japan has as many US military bases as Okinawa.,111,0.885744869709015,0.835626602172852
沖縄ほど米軍基地が集中している県は日本には他にはない。,No other prefecture of Japan are a lot of American base in Okinawa.,11,0.804347395896912,0.736540794372559
こんなすさまじい台風は生まれて始めてだ。,I`ve ever find heavy taihoon first time.,0,0.632169783115387,0.073399178683758
こんなすさまじい台風は生まれて始めてだ。,I never had such a terrible typhoon.,111,0.630064845085144,0.601424276828766
こんなすさまじい台風は生まれて始めてだ。,It's been a first time for me to experience such a strong typhoon.,11,0.770417094230652,0.633306384086609
こんなすさまじい台風は生まれて始めてだ。,A    typhoon is for the first time in my life. ,101,0.785077571868897,0.636843860149383
こんなすさまじい台風は生まれて始めてだ。,"For the first time in my life, it is terrible typhoon.",1,0.766067445278168,0.832310378551483
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"Generally speaking, people become kind as the get older. ",100,0.926640510559082,0.738949179649353
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"In general , Man    his age",0,0.482522249221802,0.550061583518982
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"Generally speaking, the older people become, the more generous they become.",111,0.909075498580933,0.759552717208862
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"Generally speaking, people get generous as they get older.",101,0.91941487789154,0.646009981632233
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"In general, the more people become older, the more people become tolerable. ",111,0.851372182369232,0.737883925437927
先日20年ぶりに帰省した。,I came to home until 20 years.,1,0.720016837120056,0.647693514823914
先日20年ぶりに帰省した。,I went to hometown the other day for the first time in 20 years.,11,0.750720143318176,0.856450080871582
先日20年ぶりに帰省した。,I went home for the first time in 20years the other day.,111,0.799544751644135,0.7531578540802
先日20年ぶりに帰省した。,The other day I went home for the first time in 20 years.,111,0.812025666236877,0.759520411491394
先日20年ぶりに帰省した。,I have been to home last month since 20 years.,101,0.749766945838928,0.520169734954834
こんなにいい天気は久しぶりですと地元の人が言っていた。,Local people said it is rare in this fine weather.,101,0.773463487625122,0.183876872062683
こんなにいい天気は久しぶりですと地元の人が言っていた。,The local people said that it has been a long time since we have had such a good weather.,11,0.82469916343689,0.408006370067596
こんなにいい天気は久しぶりですと地元の人が言っていた。,"Local persons said ""It's been a while such a beatiful weather we have"".",110,0.797621130943298,0.261231154203415
こんなにいい天気は久しぶりですと地元の人が言っていた。,Local people said that there was no such sunny day for a long time. ,111,0.725247383117676,0.413499057292938
こんなにいい天気は久しぶりですと地元の人が言っていた。,Person of this resion said it is very good weather.,0,0.780705213546753,0.417235821485519
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,Cherry blossoms bloom around the end of March and bloom in early April in this region.,111,0.955903649330139,0.931080937385559
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,cherry blossom start blooming in march and become full in april in this area.,100,0.953307032585144,0.873027205467224
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,"In this area, the cherry blossoms bloom at the end of March and become full bloom in early April.",111,0.964958846569061,0.951200842857361
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,"In this area, cherry blossoms start to bloom in the end of March, and they are in full bloom in the beginning of April.",11,0.954614043235779,0.931125164031982
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,The sakura start blooming at the end of March and it fully blooms at early of April.,10,0.88149094581604,0.701206207275391
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"You are better to stay here for miniuts, it heavy rain outside.",10,0.815858244895935,0.578340113162994
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"Because it rains heavily in outside, you better staying here for a while.",11,0.9082310795784,0.660712003707886
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"Because of heavy rain outside, you should stay here for a while.",111,0.907801568508148,0.625431180000305
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"It's raining terribly outside, so it is better for you to stay here for a a while.",111,0.906944215297699,0.663640141487122
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,you had better be here because of heavy rain outside.,101,0.880829036235809,0.555627107620239
この頃、天候が変わりやすい。,I think weather is changing reacentlly.,0,0.827781796455383,0.788879156112671
この頃、天候が変わりやすい。,"These days, climate frequently changes.",111,0.906037092208862,0.693295896053314
この頃、天候が変わりやすい。,"Recently, the weather is so changeable.",111,0.945073485374451,0.861576735973358
この頃、天候が変わりやすい。,"Recently, the weather changes easily.",111,0.927109956741333,0.738778948783875
この頃、天候が変わりやすい。,"Recently, It tend to chenge the weather.",10,0.720902323722839,0.487649172544479
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,It has been raining on and off for nearly two weeks since the rainy season began.,111,0.947085440158844,0.966773688793182
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,Rain sometimes in this two weeks ,101,0.88893061876297,0.816504955291748
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since rainy season came, it rains repeatedly for two weeks.",11,0.839589595794678,0.814030647277832
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,It rains and stop from enter the rainy season.,1,0.749930739402771,0.79256945848465
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"After entering the Tsuyu, the rain is started or stopped many times for two weeks.",101,0.716068029403687,0.637098729610443
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,Shall we go to take hikking to Okutama if good weather next Sunday?,110,0.797016501426697,0.523781776428223
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,Why don't we go hiking if the weather is fine this Sunday.,11,0.822721242904663,0.639707326889038
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When it will be good weather, would you go hiking to Okutama next Sunday.",0,0.830081343650818,0.918673276901245
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,May I go to the hiking in Okutama with you if the wether of the coming Sunnday is fine ?,10,0.687439918518066,0.753661155700684
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When shall we do hiking next summer, it will be sunny.",0,0.696881771087647,0.689251065254211
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,Weather forecast says Typhoon will come near to Kyushu area in around midnighit tonight.  ,10,0.909581780433655,0.549919784069061
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to forecast, the typhoon is approaching Kyushu-area around this midnight.",11,0.921139240264893,0.597832679748535
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to the weather forecast, the tayhoon will reach the Kyushu-reagion aroud midnight.",100,0.718809008598328,0.533633410930633
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to weather broadcast, typhoon is near resion in Kyusyu tonight.",11,0.789557695388794,0.695576608181
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather report says that the typhoon will arrive to Kyushu areas around the midnight tonight.,11,0.889667987823486,0.573233366012573
